Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
3565,67324,O8823,O88.23,thromboembolism in the puerperium
3566,47830,J3800,J38.00,"paralysis of vocal cords and larynx, unspecified"
3567,5989,N359,N35.9,"urethral stricture, unspecified"
3568,7080,L500,L50.0,allergic urticaria
3569,74783,P2938,P29.38,other persistent fetal circulation
3570,30423,F1421,F14.21,"cocaine dependence, in remission"
3571,99659,T85698A,T85.69,"other mechanical complication of other specified internal prosthetic devices, implants and grafts"
3572,60010,N402,N40.2,nodular prostate without lower urinary tract symptoms
3573,7284,M2420,M24.20,"disorder of ligament, unspecified site"
3574,V4585,Z9641,Z96.41,presence of insulin pump (external) (internal)
3575,8708,S01109A,S01.10,unspecified open wound of eyelid and periocular area
3576,7262,M7580,M75.80,"other shoulder lesions, unspecified shoulder"
3577,7475,Q270,Q27.0,congenital absence and hypoplasia of umbilical artery
3578,1800,C530,C53.0,malignant neoplasm of endocervix
3579,2552,E259,E25.9,"adrenogenital disorder, unspecified"
3580,71835,M24459,M24.45,"recurrent dislocation, hip"
3581,53410,K281,K28.1,acute gastrojejunal ulcer with perforation
3582,34690,G43909,G43.90,"migraine, unspecified, not intractable"
3583,71595,M169,M16.9,"osteoarthritis of hip, unspecified"
3584,6028,N4289,N42.89,other specified disorders of prostate
3585,42971,I510,I51.0,"cardiac septal defect, acquired"
3586,1737,C44.7,C44.7,"other and unspecified malignant neoplasm of skin of lower limb, including hip"
3587,72252,M5137,M51.37,"other intervertebral disc degeneration, lumbosacral region"
3588,V4509,Z95818,Z95.81,presence of other cardiac implants and grafts
3589,V1021,Z8521,Z85.21,personal history of malignant neoplasm of larynx
3590,83313,S63036A,S63.03,subluxation and dislocation of midcarpal joint
3591,76407,P0517,P05.17,"newborn small for gestational age, 1750-1999 grams"
3592,86511,S36029A,S36.02,contusion of spleen
3593,76524,P0731,P07.31,"preterm newborn, gestational age 28 completed weeks"
3594,7847,R040,R04.0,epistaxis
3595,7915,R81,R81,glycosuria
3596,3341,G114,G11.4,hereditary spastic paraplegia
3597,2726,E881,E88.1,"lipodystrophy, not elsewhere classified"
3598,37452,H02719,H02.71,chloasma of eyelid and periocular area
3599,E9466,T37.96,T37.96,underdosing of unspecified systemic anti-infectives and antiparasitics
3600,E8252,V293XXA,V29.3,motorcycle rider (driver) (passenger) injured in unspecified nontraffic accident
3601,2920,F19939,F19.93,"other psychoactive substance use, unspecified with withdrawal"
3602,30022,F4002,F40.02,agoraphobia without panic disorder
3603,36231,H3413,H34.13,"central retinal artery occlusion, bilateral"
3604,E9179,W51XXXA,W51,accidental striking against or bumped into by another person
3605,34710,G47429,G47.42,narcolepsy in conditions classified elsewhere
3606,71842,M24529,M24.52,"contracture, elbow"
3607,75251,Q5313,Q53.13,unilateral high scrotal testis
3608,1981,C7919,C79.19,secondary malignant neoplasm of other urinary organs
3609,77182,P393,P39.3,neonatal urinary tract infection
3610,61172,N6342,N63.42,"unspecified lump in left breast, subareolar"
3611,20282,C8582,C85.82,"other specified types of non-hodgkin lymphoma, intrathoracic lymph nodes"
3612,71594,M189,M18.9,"osteoarthritis of first carpometacarpal joint, unspecified"
3613,83503,S73036A,S73.03,other anterior subluxation and dislocation of hip
3614,E9504,T50.901A,T50.90,"poisoning by, adverse effect of and underdosing of unspecified drugs, medicaments and biological substances"
3615,94534,T24739A,T24.73,corrosion of third degree of lower leg
3616,3236,G04.90,G04.90,"encephalitis and encephalomyelitis, unspecified"
3617,2799,D899,D89.9,"disorder involving the immune mechanism, unspecified"
3618,85314,S06365A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
3619,V537,Z4689,Z46.89,encounter for fitting and adjustment of other specified devices
3620,E8151,V8619XA,V86.19,passenger of other special all-terrain or other off-road motor vehicle injured in traffic accident
3621,8795,S31129A,S31.12,laceration with foreign body of abdominal wall without penetration into peritoneal cavity
3622,73315,M84750A,M84.75,atypical femoral fracture
3623,E8190,V499XXA,V49.9,car occupant (driver) (passenger) injured in unspecified traffic accident
3624,45377,I82291,I82.29,embolism and thrombosis of other thoracic veins
3625,V626,Z531,Z53.1,procedure and treatment not carried out because of patient's decision for reasons of belief and group pressure
3626,3591,G710,G71.0,muscular dystrophy
3627,80164,S02109B,S02.10,unspecified fracture of base of skull
3628,7321,M9180,M91.80,"other juvenile osteochondrosis of hip and pelvis, unspecified leg"
3629,30501,F1010,F10.10,"alcohol abuse, uncomplicated"
3630,71101,M00819,M00.81,"arthritis due to other bacteria, shoulder"
3631,E8496,Y9229,Y92.29,other specified public building as the place of occurrence of the external cause
3632,5275,K115,K11.5,sialolithiasis
3633,30250,F640,F64.0,transsexualism
3634,5950,N3001,N30.01,acute cystitis with hematuria
3635,43400,I6629,I66.29,occlusion and stenosis of unspecified posterior cerebral artery
3636,E9019,X31XXXA,X31,exposure to excessive natural cold
3637,80172,S02109B,S02.10,unspecified fracture of base of skull
3638,E8169,V489XXA,V48.9,unspecified car occupant injured in noncollision transport accident in traffic accident
3639,6953,L718,L71.8,other rosacea
3640,2298,D367,D36.7,benign neoplasm of other specified sites
3641,E9507,T54.2X,T54.2X,toxic effects of corrosive acids and acid-like substances
3642,27700,E849,E84.9,"cystic fibrosis, unspecified"
3643,86349,S36508A,S36.50,unspecified injury of colon
3644,7796,P96.9,P96.9,"condition originating in the perinatal period, unspecified"
3645,20011,C8351,C83.51,"lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck"
3646,29384,F064,F06.4,anxiety disorder due to known physiological condition
3647,64214,O1043,O10.43,pre-existing secondary hypertension complicating the puerperium
3648,99668,T8571XA,T85.71,infection and inflammatory reaction due to peritoneal dialysis catheter
3649,36100,H33009,H33.00,unspecified retinal detachment with retinal break
3650,9948,T754XXA,T75.4,electrocution
3651,E9352,T40.2X5A,T40.2X,"poisoning by, adverse effect of and underdosing of other opioids"
3652,1580,C480,C48.0,malignant neoplasm of retroperitoneum
3653,56984,K5520,K55.20,angiodysplasia of colon without hemorrhage
3654,55129,K437,K43.7,other and unspecified ventral hernia with gangrene
3655,66111,O621,O62.1,secondary uterine inertia
3656,38401,H73019,H73.01,bullous myringitis
3657,53120,K252,K25.2,acute gastric ulcer with both hemorrhage and perforation
3658,4481,I781,I78.1,"nevus, non-neoplastic"
3659,61610,N763,N76.3,subacute and chronic vulvitis
3660,8065,S34129A,S34.12,incomplete lesion of lumbar spinal cord
3661,4377,G454,G45.4,transient global amnesia
3662,7522,Q512,Q51.2,other doubling of uterus
3663,V5339,Z4509,Z45.09,encounter for adjustment and management of other cardiac device
3664,E9460,T43.505A,T43.50,"poisoning by, adverse effect of and underdosing of unspecified antipsychotics and neuroleptics"
3665,E9320,T38.0X5A,T38.0X,"poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues"
3666,V9081,Z1881,Z18.81,retained glass fragments
3667,E9209,W458XXA,W45.8,other foreign body or object entering through skin
3668,65613,O360930,O36.09,maternal care for other rhesus isoimmunization
3669,E8501,T40.1X1A,T40.1X,poisoning by and adverse effect of heroin
3670,59659,N319,N31.9,"neuromuscular dysfunction of bladder, unspecified"
3671,6140,N7003,N70.03,acute salpingitis and oophoritis
3672,E8810,W11XXXA,W11,fall on and from ladder
3673,6264,N926,N92.6,"irregular menstruation, unspecified"
3674,2771,E8029,E80.29,other porphyria
3675,25080,E1169,E11.69,type 2 diabetes mellitus with other specified complication
3676,81400,S62109A,S62.10,fracture of unspecified carpal bone
3677,71897,M249,M24.9,"joint derangement, unspecified"
3678,28851,D72810,D72.81,decreased white blood cell count
3679,28246,D563,D56.3,thalassemia minor
3680,8787,S3142XA,S31.42,laceration with foreign body of vagina and vulva
3681,7623,P023,P02.3,newborn affected by placental transfusion syndromes
3682,90289,S358X9A,S35.8X,"injury of other blood vessels at abdomen, lower back and pelvis level"
3683,7089,L509,L50.9,"urticaria, unspecified"
3684,E0070,Y9361,Y93.61,"activity, american tackle football"
3685,74600,Q223,Q22.3,other congenital malformations of pulmonary valve
3686,49122,J440,J44.0,chronic obstructive pulmonary disease with (acute) lower respiratory infection
3687,7200,M459,M45.9,ankylosing spondylitis of unspecified sites in spine
3688,11599,B399,B39.9,"histoplasmosis, unspecified"
3689,59000,N110,N11.0,nonobstructive reflux-associated chronic pyelonephritis
3690,8712,S0520XA,S05.20,"ocular laceration and rupture with prolapse or loss of intraocular tissue, unspecified eye"
3691,9642,T45524A,T45.52,"poisoning by, adverse effect of and underdosing of antithrombotic drugs"
3692,V113,Z658,Z65.8,other specified problems related to psychosocial circumstances
3693,34931,G9741,G97.41,accidental puncture or laceration of dura during a procedure
3694,35981,G7281,G72.81,critical illness myopathy
3695,E9364,T45.4X5A,T45.4X,"poisoning by, adverse effect of and underdosing of iron and its compounds"
3696,27482,M109,M10.9,"gout, unspecified"
3697,76526,P0735,P07.35,"preterm newborn, gestational age 32 completed weeks"
3698,80320,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
3699,33510,G1225,G12.25,progressive spinal muscle atrophy
3700,28264,D57219,D57.21,sickle-cell/hb-c disease with crisis
3701,1977,C787,C78.7,secondary malignant neoplasm of liver and intrahepatic bile duct
3702,2512,E162,E16.2,"hypoglycemia, unspecified"
3703,81230,S42309B,S42.30,unspecified fracture of shaft of humerus
3704,5812,N043,N04.3,nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis
3705,81307,S59109A,S59.10,unspecified physeal fracture of upper end of radius
3706,86222,S27819A,S27.81,injury of esophagus (thoracic part)
3707,01304,A170,A17.0,tuberculous meningitis
3708,75526,Q7140,Q71.40,longitudinal reduction defect of unspecified radius
3709,7094,L923,L92.3,foreign body granuloma of the skin and subcutaneous tissue
3710,1110,B360,B36.0,pityriasis versicolor
3711,73002,M86229,M86.22,"subacute osteomyelitis, humerus"
3712,37633,H05229,H05.22,edema of orbit
3713,80436,S06369A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
3714,5824,N038,N03.8,chronic nephritic syndrome with other morphologic changes
3715,20021,C8371,C83.71,"burkitt lymphoma, lymph nodes of head, face, and neck"
3716,7078,L98429,L98.42,non-pressure chronic ulcer of back
3717,V9089,Z1889,Z18.89,other specified retained foreign body fragments
3718,57490,K8070,K80.70,calculus of gallbladder and bile duct without cholecystitis without obstruction
3719,E9351,T40.3X,T40.3X,"poisoning by, adverse effect of and underdosing of methadone"
3720,28730,D6949,D69.49,other primary thrombocytopenia
3721,71903,M25439,M25.43,"effusion, wrist"
3722,V7281,Z01810,Z01.81,encounter for preprocedural examinations
3723,85301,S06360A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
3724,0362,A394,A39.4,"meningococcemia, unspecified"
3725,53170,K257,K25.7,chronic gastric ulcer without hemorrhage or perforation
3726,6952,L52,L52,erythema nodosum
3727,00841,A048,A04.8,other specified bacterial intestinal infections
3728,5078,J698,J69.8,pneumonitis due to inhalation of other solids and liquids
3729,2541,E321,E32.1,abscess of thymus
3730,75513,Q7030,Q70.30,"webbed toes, unspecified foot"
3731,56401,K5901,K59.01,slow transit constipation
3732,E9051,W57.XXXA,W57,bitten or stung by nonvenomous insect and other nonvenomous arthropods
3733,4292,I2510,I25.10,atherosclerotic heart disease of native coronary artery without angina pectoris
3734,27788,E883,E88.3,tumor lysis syndrome
3735,74349,Q1389,Q13.89,other congenital malformations of anterior segment of eye
3736,85121,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
3737,5565,K5150,K51.50,left sided colitis without complications
3738,6119,N649,N64.9,"disorder of breast, unspecified"
3739,82123,S72456A,S72.45,supracondylar fracture without intracondylar extension of lower end of femur
3740,5374,K316,K31.6,fistula of stomach and duodenum
3741,7675,P113,P11.3,birth injury to facial nerve
3742,78907,R1084,R10.84,generalized abdominal pain
3743,85222,S065X2A,S06.5X,traumatic subdural hemorrhage
3744,80226,S0266XA,S02.66,fracture of symphysis of mandible
3745,86232,S27813A,S27.81,injury of esophagus (thoracic part)
3746,V854,Z68.4,Z68.4,"body mass index [bmi] 40 or greater, adult"
3747,82133,S72456C,S72.45,supracondylar fracture without intracondylar extension of lower end of femur
3748,37887,H518,H51.8,other specified disorders of binocular movement
3749,1452,C050,C05.0,malignant neoplasm of hard palate
3750,71216,M11869,M11.86,"other specified crystal arthropathies, knee"
3751,44323,I7773,I77.73,dissection of renal artery
3752,34571,G40119,G40.11,"localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable"
3753,76496,P059,P05.9,"newborn affected by slow intrauterine growth, unspecified"
3754,0543,B004,B00.4,herpesviral encephalitis
3755,31239,F6389,F63.89,other impulse disorders
3756,25083,E1069,E10.69,type 1 diabetes mellitus with other specified complication
3757,8081,S32409B,S32.40,unspecified fracture of acetabulum
3758,28983,D7581,D75.81,myelofibrosis
3759,E9018,W938XXA,W93.8,exposure to other excessive cold of man-made origin
3760,20030,C8389,C83.89,"other non-follicular lymphoma, extranodal and solid organ sites"
3761,20048,C8318,C83.18,"mantle cell lymphoma, lymph nodes of multiple sites"
3762,42843,I5043,I50.43,acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
3763,V301,Z381,Z38.1,"single liveborn infant, born outside hospital"
3764,03819,A411,A41.1,sepsis due to other specified staphylococcus
3765,80504,S12301A,S12.30,unspecified fracture of fourth cervical vertebra
3766,9744,T502X4A,T50.2X,"poisoning by, adverse effect of and underdosing of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics"
3767,20206,C8296,C82.96,"follicular lymphoma, unspecified, intrapelvic lymph nodes"
3768,55200,K4130,K41.30,"unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent"
3769,75733,Q822,Q82.2,congenital cutaneous mastocytosis
3770,81406,S62186A,S62.18,fracture of trapezoid [smaller multangular]
3771,71213,M11839,M11.83,"other specified crystal arthropathies, wrist"
3772,1638,C384,C38.4,malignant neoplasm of pleura
3773,E8846,W1811XA,W18.11,fall from or off toilet without subsequent striking against object
3774,3942,I052,I05.2,rheumatic mitral stenosis with insufficiency
3775,8831,S61229A,S61.22,laceration with foreign body of finger without damage to nail
3776,9067,T24409S,T24.40,"corrosion of unspecified degree of unspecified site of lower limb, except ankle and foot"
3777,5277,R682,R68.2,"dry mouth, unspecified"
3778,37871,H50812,H50.81,duane's syndrome
3779,79439,R9439,R94.39,abnormal result of other cardiovascular function study
3780,30500,F1010,F10.10,"alcohol abuse, uncomplicated"
3781,86350,S36509A,S36.50,unspecified injury of colon
3782,29689,F3181,F31.81,bipolar ii disorder
3783,44020,I70209,I70.20,unspecified atherosclerosis of native arteries of extremities
3784,1982,C792,C79.2,secondary malignant neoplasm of skin
3785,9984,T81539A,T81.53,perforation due to foreign body accidentally left in body following procedure
3786,5961,N321,N32.1,vesicointestinal fistula
3787,06642,A9232,A92.32,west nile virus infection with other neurologic manifestation
3788,30009,F418,F41.8,other specified anxiety disorders
3789,3017,F602,F60.2,antisocial personality disorder
3790,41189,I248,I24.8,other forms of acute ischemic heart disease
3791,36204,E113299,E11.32,type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy
3792,37751,H4749,H47.49,disorders of optic chiasm in (due to) other disorders
3793,1521,C171,C17.1,malignant neoplasm of jejunum
3794,82131,S72416C,S72.41,unspecified condyle fracture of lower end of femur
3795,80470,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
3796,34292,G8194,G81.94,"hemiplegia, unspecified affecting left nondominant side"
3797,72740,M7130,M71.30,"other bursal cyst, unspecified site"
3798,53649,K9429,K94.29,other complications of gastrostomy
3799,2333,D05.9,D05.9,unspecified type of carcinoma in situ of breast
3800,4533,I823,I82.3,embolism and thrombosis of renal vein
3801,42832,I5032,I50.32,chronic diastolic (congestive) heart failure
3802,V4965,Z89219,Z89.21,acquired absence of upper limb below elbow
3803,1921,C709,C70.9,"malignant neoplasm of meninges, unspecified"
3804,1121,B373,B37.3,candidiasis of vulva and vagina
3805,9911,T34529A,T34.52,frostbite with tissue necrosis of hand
3806,60091,N401,N40.1,benign prostatic hyperplasia with lower urinary tract symptoms
3807,92310,S5010XA,S50.10,contusion of unspecified forearm
3808,72999,M7989,M79.89,other specified soft tissue disorders
3809,7821,R21,R21,rash and other nonspecific skin eruption
3810,57511,K811,K81.1,chronic cholecystitis
3811,53082,K228,K22.8,other specified diseases of esophagus
3812,83651,S83116A,S83.11,anterior subluxation and dislocation of proximal end of tibia
3813,65961,O09523,O09.52,supervision of elderly multigravida
3814,7773,P782,P78.2,neonatal hematemesis and melena due to swallowed maternal blood
3815,64883,O24415,O24.41,gestational diabetes mellitus in pregnancy
3816,56942,K6289,K62.89,other specified diseases of anus and rectum
3817,7757,P740,P74.0,late metabolic acidosis of newborn
3818,2725,E786,E78.6,lipoprotein deficiency
3819,9540,S145XXA,S14.5,injury of cervical sympathetic nerves
3820,72990,M799,M79.9,"soft tissue disorder, unspecified"
3821,71180,M01X0,M01.X0,direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
3822,95911,S298XXA,S29.8,other specified injuries of thorax
3823,34540,G40209,G40.20,"localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable"
3824,20192,C8192,C81.92,"hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
3825,78039,R569,R56.9,unspecified convulsions
3826,44283,I728,I72.8,aneurysm of other specified arteries
3827,29631,F330,F33.0,"major depressive disorder, recurrent, mild"
3828,V148,Z888,Z88.8,"allergy status to other drugs, medicaments and biological substances"
3829,1613,C323,C32.3,malignant neoplasm of laryngeal cartilage
3830,49392,J45901,J45.90,unspecified asthma
3831,E8130,V465XXA,V46.5,car driver injured in collision with other nonmotor vehicle in traffic accident
3832,9684,T41294A,T41.29,"poisoning by, adverse effect of and underdosing of other general anesthetics"
3833,42613,I441,I44.1,"atrioventricular block, second degree"
3834,V272,Z372,Z37.2,"twins, both liveborn"
3835,30552,F1110,F11.10,"opioid abuse, uncomplicated"
3836,9010,S2500XA,S25.00,unspecified injury of thoracic aorta
3837,72611,M7530,M75.30,calcific tendinitis of unspecified shoulder
3838,2829,D589,D58.9,"hereditary hemolytic anemia, unspecified"
3839,8792,S31105A,S31.10,unspecified open wound of abdominal wall without penetration into peritoneal cavity
3840,37710,H4720,H47.20,unspecified optic atrophy
3841,80718,S2249XB,S22.49,"multiple fractures of ribs, unspecified side"
3842,20380,C9030,C90.30,solitary plasmacytoma not having achieved remission
3843,4590,R58,R58,"hemorrhage, not elsewhere classified"
3844,V430,Z970,Z97.0,presence of artificial eye
3845,56986,K6381,K63.81,dieulafoy lesion of intestine
3846,5088,J708,J70.8,respiratory conditions due to other specified external agents
3847,2630,E440,E44.0,moderate protein-calorie malnutrition
3848,77430,P598,P59.8,neonatal jaundice from other specified causes
3849,33382,G244,G24.4,idiopathic orofacial dystonia
3850,83906,S13161A,S13.16,subluxation and dislocation of c5/c6 cervical vertebrae
3851,64813,O99283,O99.28,"other endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"
3852,37940,H5700,H57.00,unspecified anomaly of pupillary function
3853,75739,Q826,Q82.6,congenital sacral dimple
3854,5771,K861,K86.1,other chronic pancreatitis
3855,80001,S020XXA,S02.0,fracture of vault of skull
3856,6391,O081,O08.1,delayed or excessive hemorrhage following ectopic and molar pregnancy
3857,2375,D434,D43.4,neoplasm of uncertain behavior of spinal cord
3858,59080,N12,N12,"tubulo-interstitial nephritis, not specified as acute or chronic"
3859,52406,M2606,M26.06,microgenia
3860,85201,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
3861,6071,N481,N48.1,balanitis
3862,9753,T48294A,T48.29,"poisoning by, adverse effect of and underdosing of other drugs acting on muscles"
3863,67154,O873,O87.3,cerebral venous thrombosis in the puerperium
3864,71616,M12569,M12.56,"traumatic arthropathy, knee"
3865,7784,P819,P81.9,"disturbance of temperature regulation of newborn, unspecified"
3866,78720,R1310,R13.10,"dysphagia, unspecified"
3867,34939,G9611,G96.11,dural tear
3868,83101,S43016A,S43.01,anterior subluxation and dislocation of humerus
3869,33372,G2402,G24.02,drug induced acute dystonia
3870,75451,Q660,Q66.0,congenital talipes equinovarus
3871,71847,M24576,M24.57,"contracture, ankle and foot"
3872,9722,T466X4A,T46.6X,"poisoning by, adverse effect of and underdosing of antihyperlipidemic and antiarteriosclerotic drugs"
3873,7260,M7500,M75.00,adhesive capsulitis of unspecified shoulder
3874,1573,C253,C25.3,malignant neoplasm of pancreatic duct
3875,3221,G038,G03.8,meningitis due to other specified causes
3876,76523,P0725,P07.25,"extreme immaturity of newborn, gestational age 26 completed weeks"
3877,78947,R1937,R19.37,generalized abdominal rigidity
3878,7700,P239,P23.9,"congenital pneumonia, unspecified"
3879,1848,C578,C57.8,malignant neoplasm of overlapping sites of female genital organs
3880,4541,I8310,I83.10,varicose veins of unspecified lower extremity with inflammation
3881,56201,K5712,K57.12,diverticulitis of small intestine without perforation or abscess without bleeding
3882,3595,G737,G73.7,myopathy in diseases classified elsewhere
3883,7359,M2060,M20.60,"acquired deformities of toe(s), unspecified, unspecified foot"
3884,E9325,T46.6X5A,T46.6X,"poisoning by, adverse effect of and underdosing of antihyperlipidemic and antiarteriosclerotic drugs"
3885,2559,E279,E27.9,"disorder of adrenal gland, unspecified"
3886,V270,Z370,Z37.0,single live birth
3887,29651,F3131,F31.31,"bipolar disorder, current episode depressed, mild"
3888,86502,S36030A,S36.03,laceration of spleen
3889,76516,P0716,P07.16,"other low birth weight newborn, 1500-1749 grams"
3890,81212,S42296B,S42.29,other fracture of upper end of humerus
3891,0074,A072,A07.2,cryptosporidiosis
3892,E8845,W08XXXA,W08,fall from other furniture
3893,20890,C9590,C95.90,"leukemia, unspecified not having achieved remission"
3894,390,I00,I00,rheumatic fever without heart involvement
3895,V644,Z71.7,Z71.7,human immunodeficiency virus [hiv] counseling
3896,33902,G44029,G44.02,chronic cluster headache
3897,82529,S92302A,S92.30,fracture of unspecified metatarsal bone(s)
3898,64671,O2662,O26.62,liver and biliary tract disorders in childbirth
3899,80101,S02109A,S02.10,unspecified fracture of base of skull
3900,9528,S34139A,S34.13,other and unspecified injury to sacral spinal cord
3901,38582,H748X9,H74.8X,other specified disorders of middle ear and mastoid
3902,9713,T448X4A,T44.8X,"poisoning by, adverse effect of and underdosing of centrally-acting and adrenergic- neuron-blocking agents"
3903,V1819,Z8349,Z83.49,"family history of other endocrine, nutritional and metabolic diseases"
3904,78701,R112,R11.2,"nausea with vomiting, unspecified"
3905,29212,F19951,F19.95,"other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder"
3906,64842,O99345,O99.34,"other mental disorders complicating pregnancy, childbirth, and the puerperium"
3907,61689,N7689,N76.89,other specified inflammation of vagina and vulva
3908,2882,D720,D72.0,genetic anomalies of leukocytes
3909,78601,R064,R06.4,hyperventilation
3910,9800,T510X4A,T51.0X,toxic effect of ethanol
3911,V1365,Z8774,Z87.74,personal history of (corrected) congenital malformations of heart and circulatory system
3912,72292,M5185,M51.85,"other intervertebral disc disorders, thoracolumbar region"
3913,64864,O9943,O99.43,diseases of the circulatory system complicating the puerperium
3914,7764,P611,P61.1,polycythemia neonatorum
3915,1630,C384,C38.4,malignant neoplasm of pleura
3916,76501,P0701,P07.01,"extremely low birth weight newborn, less than 500 grams"
3917,05379,B028,B02.8,zoster with other complications
3918,430,I609,I60.9,"nontraumatic subarachnoid hemorrhage, unspecified"
3919,51189,J948,J94.8,other specified pleural conditions
3920,E8219,V8696XA,V86.96,unspecified occupant of dirt bike or motor/cross bike injured in nontraffic accident
3921,E9295,X398XXS,X39.8,other exposure to forces of nature
3922,77087,P2881,P28.81,respiratory arrest of newborn
3923,7930,R930,R93.0,"abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
3924,9251,S078XXA,S07.8,crushing injury of other parts of head
3925,1251,B741,B74.1,filariasis due to brugia malayi
3926,33520,G1221,G12.21,amyotrophic lateral sclerosis
3927,86330,S36409A,S36.40,unspecified injury of small intestine
3928,7768,P618,P61.8,other specified perinatal hematological disorders
3929,20963,D3A092,D3A.09,benign carcinoid tumors of other sites
3930,E9443,T43.505A,T43.50,"poisoning by, adverse effect of and underdosing of unspecified antipsychotics and neuroleptics"
3931,38014,H6020,H60.20,"malignant otitis externa, unspecified ear"
3932,73025,M869,M86.9,"osteomyelitis, unspecified"
3933,E9455,T43.505A,T43.50,"poisoning by, adverse effect of and underdosing of unspecified antipsychotics and neuroleptics"
3934,1228,B678,B67.8,"echinococcosis, unspecified, of liver"
3935,82002,S72036A,S72.03,midcervical fracture of femur
3936,95901,S0990XA,S09.90,unspecified injury of head
3937,69581,L00,L00,staphylococcal scalded skin syndrome
3938,9581,T791XXA,T79.1,fat embolism (traumatic)
3939,E9506,T49.4X,T49.4X,"poisoning by, adverse effect of and underdosing of keratolytics, keratoplastics, and other hair treatment drugs and preparations"
3940,71105,M00859,M00.85,"arthritis due to other bacteria, hip"
3941,2866,D65,D65,disseminated intravascular coagulation [defibrination syndrome]
3942,78909,R1030,R10.30,"lower abdominal pain, unspecified"
3943,99657,T85694A,T85.69,"other mechanical complication of other specified internal prosthetic devices, implants and grafts"
3944,73004,M86249,M86.24,"subacute osteomyelitis, hand"
3945,7810,R259,R25.9,unspecified abnormal involuntary movements
3946,28950,D739,D73.9,"disease of spleen, unspecified"
3947,78760,R159,R15.9,full incontinence of feces
3948,99676,T839XXA,T83.9,"unspecified complication of genitourinary prosthetic device, implant and graft"
3949,20218,C8408,C84.08,"mycosis fungoides, lymph nodes of multiple sites"
3950,9035,S65509A,S65.50,unspecified injury of blood vessel of other and unspecified finger
3951,1450,C060,C06.0,malignant neoplasm of cheek mucosa
3952,9513,S0440XA,S04.40,"injury of abducent nerve, unspecified side"
3953,3159,F89,F89,unspecified disorder of psychological development
3954,V0252,Z22338,Z22.33,carrier of bacterial disease due to streptococci
3955,V202,Z00129,Z00.12,encounter for routine child health examination
3956,20148,C8148,C81.48,"lymphocyte-rich hodgkin lymphoma, lymph nodes of multiple sites"
3957,80701,S2239XA,S22.39,"fracture of one rib, unspecified side"
3958,37909,H15099,H15.09,other scleritis
3959,8629,S279XXA,S27.9,injury of unspecified intrathoracic organ
3960,0490,A872,A87.2,lymphocytic choriomeningitis
3961,7235,M436,M43.6,torticollis
3962,4409,I7091,I70.91,generalized atherosclerosis
3963,80475,S066X8A,S06.6X,traumatic subarachnoid hemorrhage
3964,2396,D496,D49.6,neoplasm of unspecified behavior of brain
3965,37921,H43819,H43.81,vitreous degeneration
3966,7610,P010,P01.0,newborn affected by incompetent cervix
3967,11519,B395,B39.5,histoplasmosis duboisii
3968,25062,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
3969,37701,H4711,H47.11,papilledema associated with increased intracranial pressure
3970,3091,F4321,F43.21,adjustment disorder with depressed mood
3971,42611,I440,I44.0,"atrioventricular block, first degree"
3972,V0381,Z23,Z23,encounter for immunization
3973,5851,N181,N18.1,"chronic kidney disease, stage 1"
3974,86419,S36118A,S36.11,injury of liver
3975,64133,O46093,O46.09,antepartum hemorrhage with other coagulation defect
3976,2521,E209,E20.9,"hypoparathyroidism, unspecified"
3977,80341,S069X0A,S06.9X,unspecified intracranial injury
3978,34280,G8190,G81.90,"hemiplegia, unspecified affecting unspecified side"
3979,1330,B86,B86,scabies
3980,59010,N10,N10,acute pyelonephritis
3981,80122,S02109A,S02.10,unspecified fracture of base of skull
3982,76711,P122,P12.2,epicranial subaponeurotic hemorrhage due to birth injury
3983,2891,I881,I88.1,"chronic lymphadenitis, except mesenteric"
3984,32381,G0481,G04.81,other encephalitis and encephalomyelitis
3985,1531,C184,C18.4,malignant neoplasm of transverse colon
3986,0529,B019,B01.9,varicella without complication
3987,3949,I058,I05.8,other rheumatic mitral valve diseases
3988,29980,F848,F84.8,other pervasive developmental disorders
