Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
3787,20045,C8315,C83.15,"mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
3788,8783,S3132XA,S31.32,laceration with foreign body of scrotum and testes
3789,05472,B003,B00.3,herpesviral meningitis
3790,47820,J392,J39.2,other diseases of pharynx
3791,74763,Q2731,Q27.31,arteriovenous malformation of vessel of upper limb
3792,1509,C159,C15.9,"malignant neoplasm of esophagus, unspecified"
3793,67111,O2213,O22.13,"genital varices in pregnancy, third trimester"
3794,73028,M4620,M46.20,"osteomyelitis of vertebra, site unspecified"
3795,3222,G031,G03.1,chronic meningitis
3796,E9430,T43.0X3A,T43.0,"poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants"
3797,9882,T622X4A,T62.2X,toxic effect of other ingested (parts of) plant(s)
3798,0463,A812,A81.2,progressive multifocal leukoencephalopathy
3799,E8150,V8609XA,V86.09,driver of other special all-terrain or other off-road motor vehicle injured in traffic accident
3800,05311,B0221,B02.21,postherpetic geniculate ganglionitis
3801,99649,T84498A,T84.49,"other mechanical complication of other internal orthopedic devices, implants and grafts"
3802,V152,Z92.89,Z92.89,personal history of other medical treatment
3803,3362,G320,G32.0,subacute combined degeneration of spinal cord in diseases classified elsewhere
3804,5207,K007,K00.7,teething syndrome
3805,38013,H6240,H62.40,"otitis externa in other diseases classified elsewhere, unspecified ear"
3806,2281,D181,D18.1,"lymphangioma, any site"
3807,2734,E8801,E88.01,alpha-1-antitrypsin deficiency
3808,6242,N9089,N90.89,other specified noninflammatory disorders of vulva and perineum
3809,9550,S4430XA,S44.30,"injury of axillary nerve, unspecified arm"
3810,7461,Q229,Q22.9,"congenital malformation of tricuspid valve, unspecified"
3811,67382,O8883,O88.83,other embolism in the puerperium
3812,V5849,Z4889,Z48.89,encounter for other specified surgical aftercare
3813,34680,G43809,G43.80,"other migraine, not intractable"
3814,66581,O7189,O71.89,other specified obstetric trauma
3815,E9821,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
3816,4294,I97190,I97.19,other postprocedural cardiac functional disturbances
3817,1889,C679,C67.9,"malignant neoplasm of bladder, unspecified"
3818,E9468,T50.995A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
3819,04671,A8182,A81.82,gerstmann-straussler-scheinker syndrome
3820,9679,T4274XA,T42.74,"poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined"
3821,586,N19,N19,unspecified kidney failure
3822,78461,R480,R48.0,dyslexia and alexia
3823,3342,G112,G11.2,late-onset cerebellar ataxia
3824,90452,S85809A,S85.80,unspecified injury of other blood vessels at lower leg level
3825,V624,Z603,Z60.3,acculturation difficulty
3826,36563,H4089,H40.89,other specified glaucoma
3827,1578,C258,C25.8,malignant neoplasm of overlapping sites of pancreas
3828,4292,I2510,I25.10,atherosclerotic heart disease of native coronary artery without angina pectoris
3829,3373,G904,G90.4,autonomic dysreflexia
3830,9619,T3794XA,T37.94,"poisoning by unspecified systemic anti-infective and antiparasitics, undetermined"
3831,41405,I25810,I25.81,atherosclerosis of other coronary vessels without angina pectoris
3832,3882,H9123,H91.23,"sudden idiopathic hearing loss, bilateral"
3833,9832,T543X4A,T54.3X,toxic effects of corrosive alkalis and alkali-like substances
3834,37182,H18829,H18.82,corneal disorder due to contact lens
3835,9064,S9780XS,S97.80,crushing injury of unspecified foot
3836,30443,F1521,F15.21,"other stimulant dependence, in remission"
3837,65901,O611,O61.1,failed instrumental induction of labor
3838,E8257,V0900XA,V09.00,pedestrian injured in nontraffic accident involving unspecified motor vehicles
3839,7173,M23339,M23.33,"other meniscus derangements, other medial meniscus"
3840,5920,N200,N20.0,calculus of kidney
3841,E0102,Y93B3,Y93.B3,"activity, free weights"
3842,38872,H9209,H92.09,"otalgia, unspecified ear"
3843,0912,A512,A51.2,primary syphilis of other sites
3844,92309,S40019A,S40.01,contusion of shoulder
3845,8822,S66929A,S66.92,"laceration of unspecified muscle, fascia and tendon at wrist and hand level"
3846,73001,M86219,M86.21,"subacute osteomyelitis, shoulder"
3847,E8282,V8011XA,V80.11,animal-rider injured in collision with pedestrian or animal
3848,V1553,Z87821,Z87.82,personal history of other (healed) physical injury and trauma
3849,78861,R3913,R39.13,splitting of urinary stream
3850,37942,H5703,H57.03,miosis
3851,43883,I69992,I69.99,other sequelae of unspecified cerebrovascular disease
3852,37811,H50112,H50.11,monocular exotropia
3853,E9325,T46.6X5A,T46.6X,"poisoning by, adverse effect of and underdosing of antihyperlipidemic and antiarteriosclerotic drugs"
3854,V488,R6889,R68.89,other general symptoms and signs
3855,80000,S020XXA,S02.0,fracture of vault of skull
3856,4481,I781,I78.1,"nevus, non-neoplastic"
3857,3210,B451,B45.1,cerebral cryptococcosis
3858,71880,M2480,M24.80,"other specific joint derangements of unspecified joint, not elsewhere classified"
3859,6826,L03129,L03.12,acute lymphangitis of other parts of limb
3860,71226,M11869,M11.86,"other specified crystal arthropathies, knee"
3861,5995,N368,N36.8,other specified disorders of urethra
3862,36967,H5440,H54.40,"blindness, one eye, unspecified eye"
3863,9142,S60529A,S60.52,blister (nonthermal) of hand
3864,E8629,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
3865,24221,E0521,E05.21,thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm
3866,85245,S064X8A,S06.4X,epidural hemorrhage
3867,05410,A609,A60.9,"anogenital herpesviral infection, unspecified"
3868,5069,J689,J68.9,"unspecified respiratory condition due to chemicals, gases, fumes and vapors"
3869,44329,I7777,I77.77,dissection of artery of lower extremity
3870,72210,M5127,M51.27,"other intervertebral disc displacement, lumbosacral region"
3871,71186,M01X69,M01.X6,direct infection of knee in infectious and parasitic diseases classified elsewhere
3872,4409,I7091,I70.91,generalized atherosclerosis
3873,17370,C44701,C44.70,"unspecified malignant neoplasm of skin of lower limb, including hip"
3874,9760,T490X4A,T49.0X,"poisoning by, adverse effect of and underdosing of local antifungal, anti-infective and anti-inflammatory drugs"
3875,86394,S36209A,S36.20,unspecified injury of pancreas
3876,4571,I890,I89.0,"lymphedema, not elsewhere classified"
3877,94425,T23659A,T23.65,corrosion of second degree of palm
3878,9560,S7400XA,S74.00,"injury of sciatic nerve at hip and thigh level, unspecified leg"
3879,8701,S01159A,S01.15,open bite of eyelid and periocular area
3880,79099,R789,R78.9,"finding of unspecified substance, not normally found in blood"
3881,74100,Q0703,Q07.03,arnold-chiari syndrome with spina bifida and hydrocephalus
3882,1591,C261,C26.1,malignant neoplasm of spleen
3883,5730,K761,K76.1,chronic passive congestion of liver
3884,37801,H50012,H50.01,monocular esotropia
3885,E9473,T50.995A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
3886,3571,G63,G63,polyneuropathy in diseases classified elsewhere
3887,9595,S6990XA,S69.90,"unspecified injury of unspecified wrist, hand and finger(s)"
3888,V187,Z842,Z84.2,family history of other diseases of the genitourinary system
3889,E8741,W27.XXA,W27,contact with nonpowered hand tool
3890,34610,G43009,G43.00,"migraine without aura, not intractable"
3891,99859,T814XXA,T81.4,infection following a procedure
3892,515,J8489,J84.89,other specified interstitial pulmonary diseases
3893,05440,B0050,B00.50,"herpesviral ocular disease, unspecified"
3894,5981,N35028,N35.02,"post-traumatic urethral stricture, female"
3895,66404,O700,O70.0,first degree perineal laceration during delivery
3896,53251,K56699,K56.69,other intestinal obstruction
3897,1530,C183,C18.3,malignant neoplasm of hepatic flexure
3898,80230,S0269XB,S02.69,fracture of mandible of other specified site
3899,29690,F39,F39,unspecified mood [affective] disorder
3900,25063,E1065,E10.65,type 1 diabetes mellitus with hyperglycemia
3901,65461,O3443,O34.43,"maternal care for other abnormalities of cervix, third trimester"
3902,34630,G43409,G43.40,"hemiplegic migraine, not intractable"
3903,38610,H81399,H81.39,other peripheral vertigo
3904,6801,L0213,L02.13,carbuncle of neck
3905,28860,D72829,D72.82,elevated white blood cell count
3906,38922,H906,H90.6,"mixed conductive and sensorineural hearing loss, bilateral"
3907,71532,M1990,M19.90,"unspecified osteoarthritis, unspecified site"
3908,36600,H26009,H26.00,unspecified infantile and juvenile cataract
3909,E8585,T50.4X,T50.4X,"poisoning by, adverse effect of and underdosing of drugs affecting uric acid metabolism"
3910,1919,C719,C71.9,"malignant neoplasm of brain, unspecified"
3911,5551,K5010,K50.10,crohn's disease of large intestine without complications
3912,1100,B350,B35.0,tinea barbae and tinea capitis
3913,99769,T8789,T87.89,other complications of amputation stump
3914,1899,C689,C68.9,"malignant neoplasm of urinary organ, unspecified"
3915,261,E43,E43,unspecified severe protein-calorie malnutrition
3916,86802,S3613XA,S36.13,injury of bile duct
3917,8410,S53439A,S53.43,radial collateral ligament sprain
3918,E9299,X58XXXS,X58,exposure to other specified factors
3919,V5882,Z4682,Z46.82,encounter for fitting and adjustment of non-vascular catheter
3920,5951,N3011,N30.11,interstitial cystitis (chronic) with hematuria
3921,07999,B9789,B97.89,other viral agents as the cause of diseases classified elsewhere
3922,23779,Q8509,Q85.09,other neurofibromatosis
3923,4822,J14,J14,pneumonia due to hemophilus influenzae
3924,4161,I271,I27.1,kyphoscoliotic heart disease
3925,4260,I442,I44.2,"atrioventricular block, complete"
3926,20240,C9141,C91.41,"hairy cell leukemia, in remission"
3927,60781,N480,N48.0,leukoplakia of penis
3928,7217,M4830,M48.30,"traumatic spondylopathy, site unspecified"
3929,V4973,Z89439,Z89.43,acquired absence of foot
3930,37023,H16129,H16.12,filamentary keratitis
3931,E8160,V485XXA,V48.5,car driver injured in noncollision transport accident in traffic accident
3932,E9914,Y36250A,Y36.25,war operations involving fragments from munitions
3933,73002,M86229,M86.22,"subacute osteomyelitis, humerus"
3934,7429,Q079,Q07.9,"congenital malformation of nervous system, unspecified"
3935,80842,S32609A,S32.60,unspecified fracture of ischium
3936,V4289,Z9489,Z94.89,other transplanted organ and tissue status
3937,81513,S62359B,S62.35,nondisplaced fracture of shaft of other metacarpal bone
3938,5282,K120,K12.0,recurrent oral aphthae
3939,74749,Q268,Q26.8,other congenital malformations of great veins
3940,07044,B182,B18.2,chronic viral hepatitis c
3941,E9175,W500XXA,W50.0,accidental hit or strike by another person
3942,8058,S322XXA,S32.2,fracture of coccyx
3943,28982,D6869,D68.69,other thrombophilia
3944,17342,C4442,C44.42,squamous cell carcinoma of skin of scalp and neck
3945,V092,Z1629,Z16.29,resistance to other single specified antibiotic
3946,25060,E1140,E11.40,"type 2 diabetes mellitus with diabetic neuropathy, unspecified"
3947,87320,S0125XA,S01.25,open bite of nose
3948,5309,K229,K22.9,"disease of esophagus, unspecified"
3949,20510,C9210,C92.10,"chronic myeloid leukemia, bcr/abl-positive, not having achieved remission"
3950,64894,O9A23,O9A.23,"injury, poisoning and certain other consequences of external causes complicating the puerperium"
3951,E9342,T37.8,T37.8,"poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics"
3952,1649,C383,C38.3,"malignant neoplasm of mediastinum, part unspecified"
3953,45385,I82B19,I82.B1,acute embolism and thrombosis of subclavian vein
3954,27950,D89813,D89.81,graft-versus-host disease
3955,85200,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
3956,20300,C9000,C90.00,multiple myeloma not having achieved remission
3957,71895,M249,M24.9,"joint derangement, unspecified"
3958,99683,T8622,T86.22,heart transplant failure
3959,81203,S42256A,S42.25,fracture of greater tuberosity of humerus
3960,1625,C3430,C34.30,"malignant neoplasm of lower lobe, unspecified bronchus or lung"
3961,4739,J329,J32.9,"chronic sinusitis, unspecified"
3962,92801,S7700XA,S77.00,crushing injury of unspecified hip
3963,80707,S2249XA,S22.49,"multiple fractures of ribs, unspecified side"
3964,78862,R3912,R39.12,poor urinary stream
3965,1319,A599,A59.9,"trichomoniasis, unspecified"
3966,E9316,T37.4X5,T37.4X,"poisoning by, adverse effect of and underdosing of anthelminthics"
3967,7324,M9250,M92.50,unspecified juvenile osteochondrosis of tibia and fibula
3968,5109,J869,J86.9,pyothorax without fistula
3969,78451,R471,R47.1,dysarthria and anarthria
3970,1619,C329,C32.9,"malignant neoplasm of larynx, unspecified"
3971,E9100,W69XXXA,W69,accidental drowning and submersion while in natural water
3972,V242,Z392,Z39.2,encounter for routine postpartum follow-up
3973,94416,T23569A,T23.56,corrosion of first degree of back of hand
3974,31203,F911,F91.1,"conduct disorder, childhood-onset type"
3975,20197,C8197,C81.97,"hodgkin lymphoma, unspecified, spleen"
3976,37723,H47319,H47.31,coloboma of optic disc
3977,V1029,Z8529,Z85.29,personal history of malignant neoplasm of other respiratory and intrathoracic organs
3978,73315,M84750A,M84.75,atypical femoral fracture
3979,6178,N808,N80.8,other endometriosis
3980,36816,R483,R48.3,visual agnosia
3981,71785,M2350,M23.50,"chronic instability of knee, unspecified knee"
3982,71783,M2350,M23.50,"chronic instability of knee, unspecified knee"
3983,86383,S36202A,S36.20,unspecified injury of pancreas
3984,52342,K05329,K05.32,"chronic periodontitis, generalized"
3985,9661,T420X4A,T42.0X,"poisoning by, adverse effect of and underdosing of hydantoin derivatives"
3986,36033,H44439,H44.43,hypotony of eye due to other ocular disorders
3987,6289,N979,N97.9,"female infertility, unspecified"
3988,52181,K0381,K03.81,cracked tooth
3989,73096,M869,M86.9,"osteomyelitis, unspecified"
3990,99731,J95851,J95.85,complication of respirator [ventilator]
3991,4269,I459,I45.9,"conduction disorder, unspecified"
3992,0318,A318,A31.8,other mycobacterial infections
3993,41519,I2699,I26.99,other pulmonary embolism without acute cor pulmonale
3994,56400,K5900,K59.00,"constipation, unspecified"
3995,80425,S066X8A,S06.6X,traumatic subarachnoid hemorrhage
3996,86811,S37819A,S37.81,injury of adrenal gland
3997,0979,A539,A53.9,"syphilis, unspecified"
3998,53261,K56699,K56.69,other intestinal obstruction
3999,7580,Q909,Q90.9,"down syndrome, unspecified"
4000,4802,J122,J12.2,parainfluenza virus pneumonia
4001,20950,D3A029,D3A.02,"benign carcinoid tumors of the appendix, large intestine, and rectum"
4002,27541,E8351,E83.51,hypocalcemia
4003,E8842,W07XXXA,W07,fall from chair
4004,E8231,V471XXA,V47.1,car passenger injured in collision with fixed or stationary object in nontraffic accident
4005,99632,T8339XA,T83.39,other mechanical complication of intrauterine contraceptive device
4006,01894,A199,A19.9,"miliary tuberculosis, unspecified"
4007,V139,Z87898,Z87.89,personal history of other specified conditions
4008,42291,I401,I40.1,isolated myocarditis
4009,30754,F5089,F50.89,other specified eating disorder
4010,4351,G450,G45.0,vertebro-basilar artery syndrome
4011,6102,N6029,N60.29,fibroadenosis of unspecified breast
4012,36235,H348192,H34.81,central retinal vein occlusion
4013,V1003,Z8501,Z85.01,personal history of malignant neoplasm of esophagus
4014,66143,O624,O62.4,"hypertonic, incoordinate, and prolonged uterine contractions"
4015,6108,N6089,N60.89,other benign mammary dysplasias of unspecified breast
4016,86812,S3613XA,S36.13,injury of bile duct
4017,V453,Z980,Z98.0,intestinal bypass and anastomosis status
4018,V5411,S49199D,S49.19,other physeal fracture of lower end of humerus
4019,78659,R0789,R07.89,other chest pain
4020,30300,F10229,F10.22,alcohol dependence with intoxication
4021,V1509,Z91048,Z91.04,nonmedicinal substance allergy status
4022,04104,B952,B95.2,enterococcus as the cause of diseases classified elsewhere
4023,E0072,Y9363,Y93.63,"activity, rugby"
4024,V4578,Z9001,Z90.01,acquired absence of eye
4025,E9288,X58XXXA,X58,exposure to other specified factors
4026,32724,G4734,G47.34,idiopathic sleep related nonobstructive alveolar hypoventilation
4027,E0162,Y93H3,Y93.H3,"activity, building and construction"
4028,64244,O1495,O14.95,"unspecified pre-eclampsia, complicating the puerperium"
4029,78095,R4583,R45.83,"excessive crying of child, adolescent or adult"
4030,9092,L599,L59.9,"disorder of the skin and subcutaneous tissue related to radiation, unspecified"
4031,96909,T43294A,T43.29,"poisoning by, adverse effect of and underdosing of other antidepressants"
4032,86350,S36509A,S36.50,unspecified injury of colon
4033,72612,M7520,M75.20,"bicipital tendinitis, unspecified shoulder"
4034,79431,R9431,R94.31,abnormal electrocardiogram [ecg] [ekg]
4035,71511,M19019,M19.01,"primary osteoarthritis, shoulder"
4036,37739,H468,H46.8,other optic neuritis
4037,86601,S37029A,S37.02,major contusion of kidney
4038,00869,A0839,A08.39,other viral enteritis
4039,1701,C411,C41.1,malignant neoplasm of mandible
4040,90234,S35329A,S35.32,injury of splenic vein
4041,86509,S3609XA,S36.09,other injury of spleen
4042,53290,K269,K26.9,"duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
4043,78064,R6883,R68.83,chills (without fever)
4044,V449,Z939,Z93.9,"artificial opening status, unspecified"
4045,01300,A170,A17.0,tuberculous meningitis
4046,32742,G4752,G47.52,rem sleep behavior disorder
4047,5964,N312,N31.2,"flaccid neuropathic bladder, not elsewhere classified"
4048,5206,K011,K01.1,impacted teeth
4049,03284,A3685,A36.85,diphtheritic cystitis
4050,8861,S68629A,S68.62,partial traumatic transphalangeal amputation of other and unspecified finger
4051,V1819,Z8349,Z83.49,"family history of other endocrine, nutritional and metabolic diseases"
4052,V4382,Z9882,Z98.82,breast implant status
4053,75431,Q651,Q65.1,"congenital dislocation of hip, bilateral"
4054,79924,R4586,R45.86,emotional lability
4055,V444,Z934,Z93.4,other artificial openings of gastrointestinal tract status
4056,25080,E1169,E11.69,type 2 diabetes mellitus with other specified complication
4057,9738,T478X4A,T47.8X,"poisoning by, adverse effect of and underdosing of other agents primarily affecting gastrointestinal system"
4058,71987,M25879,M25.87,"other specified joint disorders, ankle and foot"
4059,65133,O3111X0,O31.11,"continuing pregnancy after spontaneous abortion of one fetus or more, first trimester"
4060,E9502,T14.91,T14.91,suicide attempt
4061,80332,S06362A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
4062,01803,A192,A19.2,"acute miliary tuberculosis, unspecified"
4063,20121,C8171,C81.71,"other hodgkin lymphoma, lymph nodes of head, face, and neck"
4064,83315,S63066A,S63.06,"subluxation and dislocation of metacarpal (bone), proximal end"
4065,E8767,Y6553,Y65.53,performance of correct procedure (operation) on wrong side or body part
4066,8850,S68529A,S68.52,partial traumatic transphalangeal amputation of thumb
4067,67084,O8689,O86.89,other specified puerperal infections
4068,E9359,T39.395A,T39.39,"poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [nsaid]"
4069,2729,E789,E78.9,"disorder of lipoprotein metabolism, unspecified"
4070,1370,B909,B90.9,sequelae of respiratory and unspecified tuberculosis
4071,80229,S0269XA,S02.69,fracture of mandible of other specified site
4072,7218,M489,M48.9,"spondylopathy, unspecified"
4073,71947,M25579,M25.57,pain in ankle and joints of foot
4074,73020,M869,M86.9,"osteomyelitis, unspecified"
4075,71129,M352,M35.2,behcet's disease
4076,78442,R490,R49.0,dysphonia
4077,80237,S02672B,S02.67,fracture of alveolus of mandible
4078,7080,L500,L50.0,allergic urticaria
4079,80719,S2249XB,S22.49,"multiple fractures of ribs, unspecified side"
4080,88002,S41009A,S41.00,unspecified open wound of shoulder
4081,99584,T7601XA,T76.01,"adult neglect or abandonment, suspected"
4082,57401,K8001,K80.01,calculus of gallbladder with acute cholecystitis with obstruction
4083,40400,I1310,I13.10,"hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
4084,E9472,T50.995A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
4085,81230,S42309B,S42.30,unspecified fracture of shaft of humerus
4086,9999,T889XXA,T88.9,"complication of surgical and medical care, unspecified"
4087,81611,S62659B,S62.65,nondisplaced fracture of middle phalanx of finger
4088,8438,S73199A,S73.19,other sprain of hip
4089,53150,K255,K25.5,chronic or unspecified gastric ulcer with perforation
4090,1885,C675,C67.5,malignant neoplasm of bladder neck
4091,01186,A150,A15.0,tuberculosis of lung
4092,E8495,Y92410,Y92.41,street and highway as the place of occurrence of the external cause
4093,64933,O99113,O99.11,other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy
4094,3574,G63,G63,polyneuropathy in diseases classified elsewhere
4095,E0000,Y990,Y99.0,civilian activity done for income or pay
4096,56986,K6381,K63.81,dieulafoy lesion of intestine
4097,9594,S6990XA,S69.90,"unspecified injury of unspecified wrist, hand and finger(s)"
4098,30500,F1010,F10.10,"alcohol abuse, uncomplicated"
4099,74685,Q245,Q24.5,malformation of coronary vessels
4100,72611,M7530,M75.30,calcific tendinitis of unspecified shoulder
4101,64181,O678,O67.8,other intrapartum hemorrhage
4102,32715,F5113,F51.13,hypersomnia due to other mental disorder
4103,32712,G4712,G47.12,idiopathic hypersomnia without long sleep time
4104,71666,M13169,M13.16,"monoarthritis, not elsewhere classified, knee"
4105,V168,Z808,Z80.8,family history of malignant neoplasm of other organs or systems
4106,V1045,Z8545,Z85.45,personal history of malignant neoplasm of unspecified male genital organ
4107,20035,C8385,C83.85,"other non-follicular lymphoma, lymph nodes of inguinal region and lower limb"
4108,71159,M01X9,M01.X9,direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
4109,4560,I8501,I85.01,esophageal varices with bleeding
4110,1211,B661,B66.1,clonorchiasis
4111,3889,H9393,H93.93,"unspecified disorder of ear, bilateral"
4112,V4989,Z789,Z78.9,other specified health status
4113,20311,C9011,C90.11,plasma cell leukemia in remission
4114,48282,J155,J15.5,pneumonia due to escherichia coli
4115,4476,I776,I77.6,"arteritis, unspecified"
4116,37141,H18419,H18.41,arcus senilis
4117,9658,T398X4A,T39.8X,"poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
4118,1765,C463,C46.3,kaposi's sarcoma of lymph nodes
4119,80228,S02602A,S02.60,"fracture of mandible, unspecified"
4120,37851,H4900,H49.00,"third [oculomotor] nerve palsy, unspecified eye"
4121,81331,S52309C,S52.30,unspecified fracture of shaft of radius
4122,01893,A199,A19.9,"miliary tuberculosis, unspecified"
4123,57451,K8051,K80.51,calculus of bile duct without cholangitis or cholecystitis with obstruction
4124,27904,D800,D80.0,hereditary hypogammaglobulinemia
4125,35989,G7289,G72.89,other specified myopathies
4126,66113,O621,O62.1,secondary uterine inertia
4127,E0050,Y9341,Y93.41,"activity, dancing"
4128,33982,G4482,G44.82,headache associated with sexual activity
4129,20108,C8178,C81.78,"other hodgkin lymphoma, lymph nodes of multiple sites"
4130,E0051,Y9342,Y93.42,"activity, yoga"
4131,28243,D560,D56.0,alpha thalassemia
4132,38869,H9220,H92.20,"otorrhagia, unspecified ear"
4133,E9250,W860XXA,W86.0,exposure to domestic wiring and appliances
4134,81408,S62146A,S62.14,fracture of body of hamate [unciform] bone
4135,2370,D444,D44.4,neoplasm of uncertain behavior of craniopharyngeal duct
4136,V528,Z448,Z44.8,encounter for fitting and adjustment of other external prosthetic devices
4137,0499,A89,A89,unspecified viral infection of central nervous system
4138,E0033,Y9324,Y93.24,"activity, cross country skiing"
4139,25072,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
4140,4466,M311,M31.1,thrombotic microangiopathy
4141,V093,Z1629,Z16.29,resistance to other single specified antibiotic
4142,09482,A5219,A52.19,other symptomatic neurosyphilis
4143,20072,C8332,C83.32,"diffuse large b-cell lymphoma, intrathoracic lymph nodes"
4144,7515,Q438,Q43.8,other specified congenital malformations of intestine
4145,0360,A390,A39.0,meningococcal meningitis
4146,86409,S36118A,S36.11,injury of liver
4147,78550,R579,R57.9,"shock, unspecified"
4148,V4552,Z975,Z97.5,presence of (intrauterine) contraceptive device
4149,79989,R69,R69,"illness, unspecified"
4150,9690,T40.6X,T40.6,"poisoning by, adverse effect of and underdosing of other and unspecified narcotics"
4151,71918,M2508,M25.08,"hemarthrosis, other specified site"
4152,135,D869,D86.9,"sarcoidosis, unspecified"
4153,85120,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
4154,66584,O7189,O71.89,other specified obstetric trauma
4155,7829,R238,R23.8,other skin changes
4156,9879,T5994XA,T59.94,"toxic effect of unspecified gases, fumes and vapors, undetermined"
4157,59683,N99518,N99.51,complication of cystostomy
4158,5269,M279,M27.9,"disease of jaws, unspecified"
4159,9994,T80.9,T80.9,"unspecified complication following infusion, transfusion and therapeutic injection"
4160,28983,D7581,D75.81,myelofibrosis
4161,65801,O4103X0,O41.03,"oligohydramnios, third trimester"
4162,37189,H18899,H18.89,other specified disorders of cornea
4163,58381,N08,N08,glomerular disorders in diseases classified elsewhere
4164,3090,F4321,F43.21,adjustment disorder with depressed mood
4165,65351,O335XX0,O33.5,maternal care for disproportion due to unusually large fetus
4166,4412,I712,I71.2,"thoracic aortic aneurysm, without rupture"
4167,94420,T23609A,T23.60,"corrosion of second degree of hand, unspecified site"
4168,20951,D3A020,D3A.02,"benign carcinoid tumors of the appendix, large intestine, and rectum"
4169,3963,I080,I08.0,rheumatic disorders of both mitral and aortic valves
4170,1533,C187,C18.7,malignant neoplasm of sigmoid colon
4171,03285,A363,A36.3,cutaneous diphtheria
4172,V5041,Z4001,Z40.01,encounter for prophylactic removal of breast
4173,64782,O99835,O99.83,"other infection carrier state complicating pregnancy, childbirth and the puerperium"
4174,36040,H4450,H44.50,unspecified degenerated conditions of globe
4175,2809,D509,D50.9,"iron deficiency anemia, unspecified"
4176,1745,C50519,C50.51,"malignant neoplasm of lower-outer quadrant of breast, female"
4177,3453,G40301,G40.30,"generalized idiopathic epilepsy and epileptic syndromes, not intractable"
4178,E8782,Y832,Y83.2,"surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
4179,6949,L139,L13.9,"bullous disorder, unspecified"
4180,25023,E1069,E10.69,type 1 diabetes mellitus with other specified complication
4181,0748,B341,B34.1,"enterovirus infection, unspecified"
4182,63411,O031,O03.1,delayed or excessive hemorrhage following incomplete spontaneous abortion
4183,6823,L03129,L03.12,acute lymphangitis of other parts of limb
4184,3010,F600,F60.0,paranoid personality disorder
4185,2541,E321,E32.1,abscess of thymus
4186,83906,S13161A,S13.16,subluxation and dislocation of c5/c6 cervical vertebrae
4187,73605,M21339,M21.33,wrist drop (acquired)
4188,E9327,T38.1X,T38.1X,"poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes"
4189,75656,Q783,Q78.3,progressive diaphyseal dysplasia
4190,53082,K228,K22.8,other specified diseases of esophagus
4191,36275,H3553,H35.53,other dystrophies primarily involving the sensory retina
4192,53260,K266,K26.6,chronic or unspecified duodenal ulcer with both hemorrhage and perforation
4193,E9600,Y040XXA,Y04.0,assault by unarmed brawl or fight
4194,64874,O330,O33.0,maternal care for disproportion due to deformity of maternal pelvic bones
4195,7284,M2420,M24.20,"disorder of ligament, unspecified site"
4196,01502,A1801,A18.01,tuberculosis of spine
4197,59000,N110,N11.0,nonobstructive reflux-associated chronic pyelonephritis
4198,E8509,T42.8X,T42.8X,"poisoning by, adverse effect of and underdosing of antiparkinsonism drugs and other central muscle-tone depressants"
4199,1734,C44.4,C44.4,other and unspecified malignant neoplasm of skin of scalp and neck
4200,37160,H18609,H18.60,"keratoconus, unspecified"
4201,42831,I5031,I50.31,acute diastolic (congestive) heart failure
4202,V1084,Z85840,Z85.84,personal history of malignant neoplasm of eye and nervous tissue
4203,E8381,V9422XA,V94.22,rider of nonpowered watercraft struck by powered watercraft
4204,2165,D235,D23.5,other benign neoplasm of skin of trunk
4205,5713,K709,K70.9,"alcoholic liver disease, unspecified"
4206,5693,K625,K62.5,hemorrhage of anus and rectum
4207,70715,L97509,L97.50,non-pressure chronic ulcer of other part of unspecified foot
4208,37481,H0289,H02.89,other specified disorders of eyelid
4209,V434,Z95828,Z95.82,presence of other vascular implants and grafts
4210,9103,S1092XA,S10.92,blister (nonthermal) of unspecified part of neck
